STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,ADJUSTMENT,Adjustment,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1970-Q1,,52.4698425298999,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1970-Q2,,52.6384756591627,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1970-Q3,,53.1664634726561,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1970-Q4,,53.2668446334836,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1971-Q1,,53.642346622588,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1971-Q2,,54.2083603337088,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1971-Q3,,54.5931312358456,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1971-Q4,,55.4831519949924,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1972-Q1,,55.8091628802719,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1972-Q2,,56.8539481533594,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1972-Q3,,57.9074198858664,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1972-Q4,,59.3778824790199,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1973-Q1,,60.9647936976469,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1973-Q2,,61.6350330195291,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1973-Q3,,62.6822141464396,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1973-Q4,,63.615313208782,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1974-Q1,,63.9314580055099,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1974-Q2,,63.979650054907,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1974-Q3,,63.7752100565755,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1974-Q4,,62.3106442708931,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1975-Q1,,61.3165357815151,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1975-Q2,,60.8465176555985,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1975-Q3,,60.0363624097235,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1975-Q4,,59.8894954408304,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1976-Q1,,59.8830210883894,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1976-Q2,,60.3971563462195,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1976-Q3,,60.5867305289788,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1976-Q4,,60.8878817616188,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1977-Q1,,61.0458672559797,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1977-Q2,,61.4576793357529,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1977-Q3,,61.8618032235453,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1977-Q4,,62.603186719153,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1978-Q1,,63.0890674365694,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1978-Q2,,63.7299448662442,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1978-Q3,,64.6288865727381,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1978-Q4,,65.6817363432356,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1979-Q1,,66.7531665102247,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1979-Q2,,66.9690124845639,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1979-Q3,,66.7176291885606,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1979-Q4,,66.5635623557291,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1980-Q1,,66.0893363514392,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1980-Q2,,66.0885639131321,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1980-Q3,,67.280600052199,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1980-Q4,,67.5278266231105,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1981-Q1,,67.3035738208043,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1981-Q2,,67.0563106251285,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1981-Q3,,66.531810128978,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1981-Q4,,65.7098518302527,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1982-Q1,,65.0730829461337,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1982-Q2,,64.8365313706592,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1982-Q3,,64.166358985435,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1982-Q4,,63.9612348103754,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1983-Q1,,64.2038116233789,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1983-Q2,,64.1920241961179,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1983-Q3,,63.9345757914451,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1983-Q4,,63.5928115436806,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1984-Q1,,63.2881505011148,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1984-Q2,,63.2152364843287,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1984-Q3,,63.2679298851505,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1984-Q4,,63.3139001631627,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1985-Q1,,63.0735179184854,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1985-Q2,,63.2653575598991,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1985-Q3,,63.7351648118511,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1985-Q4,,64.2669888512605,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1986-Q1,,64.8023370077582,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1986-Q2,,65.8952879714298,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1986-Q3,,66.7293384851792,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1986-Q4,,67.7003105915572,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1987-Q1,,68.7218876162825,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1987-Q2,,69.6197781797405,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1987-Q3,,70.6114471011726,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1987-Q4,,71.5514227884863,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1988-Q1,,72.6933268349199,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1988-Q2,,73.6742382505236,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1988-Q3,,74.7958099161833,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1988-Q4,,76.2812612705426,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1989-Q1,,77.4626889879921,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1989-Q2,,77.8949335638827,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1989-Q3,,79.0919372134459,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1989-Q4,,80.0310434113446,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1990-Q1,,80.148146157878,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1990-Q2,,80.431973596705,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1990-Q3,,80.5314157640306,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1990-Q4,,79.854944730294,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,OECD,OECD,Q,Quarterly,RHP,Real house price indices,IX,Index,1991-Q1,,79.966625237092,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
